name,city,district,subdistrict,address,lat,lon,phone,Sunday,Monday,Tuesday,Wednesady,Thursday,Friday,Saturday,notes,owner
הדס,ביתר עילית,ירושלים,ירושלים,הבאבא סאלי 10,31.693493,35.118036,5800106 - 02,8:00-14:00,8:00-14:00,8:00-14:00,8:00-19:00,8:00-14:00,8:00-12:00,סגור,"צור הדסה, בר גיורא, נס הרים, מבא ביתר",משרד הבריאות
הגפן,ביתר עילית,ירושלים,ירושלים,"חב""ד 2",31.6997731,35.1119205,5804462 - 02,8:00-14:00,8:00-14:00,8:00-14:00,8:00-19:30,8:00-19:30,סגור,סגור,,משרד הבריאות
בן עמי,בן עמי,צפון,עכו,ד.נ אושרת,33.005369,35.122218,04-9823029,7:00-11:00,15:00-19:00,12:00-16:00,7:00-12:00,7:00-11:00,סגור,סגור,,קופת חולים כללית
הרצוג,בני-ברק,תל אביב,תל אביב,הרצוג 20,32.0883449,34.8253677,03-5704619,7:30-15:30,7:30-15:30,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
לנדאו,בני-ברק,תל אביב,תל אביב,רח' לנדאו יעקב 4,32.084932,34.835226,03-5704098,7:30-14:30,7:30-14:30,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
נויפלד,בני-ברק,תל אביב,תל אביב,נויפלד 15,32.0968661,34.841098,03-5709720,7:30-19:00,7:30-15:30,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
שיכון ו',בני-ברק,תל אביב,תל אביב,עמרם גאון 4,32.0706459,34.8390835,03-5742684,7:30-19:00,7:30-15:30,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
יואל,בני-ברק,תל אביב,תל אביב,יואל 18,32.0901928,34.8365277,03-6185662,7:30-15:30,7:30-15:30,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
פרדס כץ,בני-ברק,תל אביב,תל אביב,ז'בוטינסקי 57,32.0919736,34.8320773,03-6183470,7:30-15:30,7:30-19:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
חפץ חיים,בני-ברק,תל אביב,תל אביב,חפץ חיים 7,32.0845835,34.8327929,03-6188551,8:00-19:00,7:30-15:30,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
מצדה,בני-ברק,תל אביב,תל אביב,רובינוב 28,32.084932,34.835226,03-5708223,7:30-15:30,7:30-15:30,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
בני דרום,בני דרום,מרכז,רחובות,בני דרום,31.821964,34.6923251,08-8515543,סגור,סגור,סגור,סגור,8:00-12:00,סגור,סגור,,קופת חולים כללית
בני יהודה,בני יהודה,צפון,כנרת,,32.798262,35.69107,"04-6762017 ,04-6605500",סגור,13:00-18:00,8:00-13:00,8:00-13:00,סגור,סגור,סגור,,קופת חולים כללית
בנימינה,בנימינה,חיפה,חדרה,העצמאות 90,32.5277516,34.9367673,077-7801427,8:00-14:30,8:00-14:30,8:00-14:30,8:00-14:30,8:00-14:30,סגור,סגור,בית חנניה,משרד הבריאות
בוסמת טבעון,בסמת טבעון,צפון,יזרעאל,בוסמת טבעון,32.737406,35.154557,04-9837866,8:00-14:00,8:00-14:00,8:00-14:00,8:00-20:00,8:00-14:00,8:00-13:00,סגור,,משרד הבריאות
בענה,בענה,צפון,עכו,בענה,32.932673,35.27441,04-9988464,8:00-16:00,8:00-16:00,8:00-18:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
בקוע,בקוע,ירושלים,ירושלים,בקוע,31.825192,34.929786,08-9251156,סגור,סגור,סגור,12:00-14:30,סגור,סגור,סגור,,קופת חולים כללית
בקעות +רועי,בקעות,ירושלים,ירושלים,ד.נ חבל יריחו,32.24207,35.452636,"02-9941811 ,02-9941071",סגור,סגור,סגור,12:00-13:00,סגור,10:00-12:00,סגור,,קופת חולים כללית
ברור חיל,ברור חיל,אשקלון,אשקלון,ד.נ חוף אשקלון 79152,31.556985,34.646547,"08-6803661 ,08-6803659",10:00-12:00,סגור,סגור,סגור,סגור,8:00-10:00,סגור,,קופת חולים כללית
ברטעה,ברטעה,חיפה,חדרה,ברטעה,32.475484,35.091973,04-6253296,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,סגור,סגור,,משרד הבריאות
ברעם,ברעם,צפון,צפת,,33.058979,35.433235,04-6988119,סגור,סגור,7:30-9:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
ברקאי,ברקאי,חיפה,חדרה,,32.476096,35.031044,"04-6387142 ,04-6387142",סגור,8:00-12:00,סגור,סגור,סגור,10:00-12:00,סגור,,קופת חולים כללית
מעפילים,בת-ים,תל אביב,תל אביב,מעפילים 16,32.0265302,34.7558931,03-5073079,7:30-15:30,7:30-15:30,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
גלעד,בת-ים,תל אביב,תל אביב,בלפור 152,32.0116902,34.7419319,03-5526771,7:30-19:00,7:30-15:30,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
הבנים,בת-ים,תל אביב,תל אביב,הבנים 7,32.0069193,34.7526262,03-5512816,7:30-15:30,7:30-15:30,8:00-16:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
חרושת,בת-ים,תל אביב,תל אביב,הנביאים 1/א,32.0145571,34.7488475,03-5516865,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,משרד הבריאות
התבור,בת-ים,תל אביב,תל אביב,התבור 7,32.0123846,34.7576846,03-5512327,8:00-16:00,8:00-16:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
קדושי קהיר,בת-ים,תל אביב,תל אביב,קדושי קהיר 4,32.0239159,34.7468179,03-5063536,8:00-19:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
בת חפר,בת חפר,מרכז,השרון,,32.333714,35.013729,"09-8782138 ,09-887900",סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
ג'דידה-מכר,ג'דידה-מכר,צפון,עכו,ג'דידה-מכר,32.933388,35.140976,04-9562572,8:00-16:00,8:00-16:00,8:00-18:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,,משרד הבריאות
ג'לג'וליה,ג'לג'וליה,מרכז,פתח תקווה,רח' 131 מס' 24,32.155469,34.950714,03-9396237,8:00-16:00,8:00-16:00,8:00-19:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
ג'ת,ג'ת,צפון,עכו,ג'ת,32.400767,35.037092,04-9804645,סגור,סגור,סגור,סגור,8:00-18:00,12:00-16:00,סגור,,משרד הבריאות
ג'ת א,ג'ת,חיפה,חדרה,גת,32.400767,35.037092,077-2031338,8:00-20:00,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,סגור,סגור,,משרד הבריאות
ג'ת ב,ג'ת,חיפה,חדרה,ג'ת,32.400767,35.037092,077-4030677,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,סגור,סגור,,משרד הבריאות
גבים,גבים,אשקלון,אשקלון,ד.נ חוף אשקלון,31.506273,34.598949,"08-6802100 ,08-6802100",סגור,סגור,סגור,סגור,10-12,סגור,סגור,,קופת חולים כללית
גבע,גבע,צפון,יזרעאל,,32.56653,35.37216,04-6535773,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גבעת אבני,גבעת אבני,צפון,כנרת,,32.775382,35.436154,"04-6799193 ,04-6657000",סגור,סגור,7:30-15:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
גבעת אלה,גבעת אלה,צפון,יזרעאל,,32.722007,35.244822,04-6515155,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גבעת ברנר,גבעת ברנר,מרכז,רחובות,גבעת ברנר,31.860451,34.807673,"08-9443555 ,08-9443555",סגור,12:00-19:00,7:00-12:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
גבעת השלושה,גבעת השלושה,מרכז,פתח תקווה,קיבוץ גבעת השלושה,32.09634,34.920628,"03-9374900 ,03-9374900",סגור,8:00-12:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גבעת זאב,גבעת זאב,ירושלים,ירושלים,המכבים 48 גבעת זאב,31.8643615,35.1676988,02-5360336,8:00-18:00,8:00-19:00,8:00-16:00,8:00-19:00,8:00-16:00,8:00-11:00,סגור,,קופת חולים מאוחדת
גבעת זאב,גבעת זאב,ירושלים,ירושלים,המכבים,31.863876,35.167509,02-5360444,8:00-18:00,8:00-15:00,8:00-15:00,8:00-15:00,8:00-15:00 פעמיים בחודש  10:30- פעמיים בחודש15:00,8:00-12:00 שלוש בחודש,סגור,,קופת חולים כללית
גבעת זאב גן האיילות,גבעת זאב,ירושלים,ירושלים,האיילות 2,31.8646182,35.1432378,02-5360400,9:00-12:00,סגור,סגור,9:00-12:00,סגור,סגור,סגור,,קופת חולים כללית
גבעת חיים איחוד,גבעת חיים איחוד,מרכז,השרון,,32.396745,34.932978,04-6369525,סגור,סגור,8:00-12:00,8:00-12:00,סגור,סגור,סגור,,קופת חולים כללית
גבעת חיים מאוחד,גבעת חיים מאוחד,מרכז,השרון,,32.392148,34.929447,"04-6368493 ,04-6368132",סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גבעת עדה,גבעת עדה,חיפה,חדרה,רחוב חי,32.516059,35.005196,077-7850830,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,סגור,סגור,"כפר גליקסון, רגבים, עמיקם, גבעת נילי ואביאל",משרד הבריאות
גבעת עוז,גבעת עוז,צפון,יזרעאל,,32.555934,35.198004,04-6524888,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גבעת רם,כרמיאל,צפון,עכו,,32.914671,35.292417,04-8807565,12:00-14:00,10:00-12:00,12:00-14:00,8:00-10:00,10:00-11:00,סגור,סגור,,קופת חולים כללית
גבעת שמואל,גבעת שמואל,מרכז,פתח תקווה,דוד אלעזר 6,32.0797073,34.8469516,03-5324947,8:00-18:00,7:30-20:00,7:30-15:30,7:30-15:30,7:30-15:30,8:00-13:00,סגור,,משרד הבריאות
גבעתיים,גבעתיים,מרכז,מרכז,בן גוריון 182,32.0747065,34.8184752,03-5734620,8:00-20:00,8:00-16:00,8:00-20:00,8:00-20:00,8:00-15:00,סגור,סגור,,מכבי שרותי בריאות
המעורר,גבעתים,תל אביב,תל אביב,המעורר 24,32.0770369,34.8080469,"03-6790217 ,03-6790217",7:00-18:00,7:00-14:30,7:00-13:30,8:00-15:00,8:00-13:30,סגור,סגור,,קופת חולים כללית
גברעם,גברעם,אשקלון,אשקלון,ד.נ חוף אשקלון,31.591461,34.612156,08-6770422,סגור,סגור,סגור,8:00-10:00,סגור,סגור,סגור,,קופת חולים כללית
גבת,גבת,צפון,יזרעאל,,32.67656,35.213151,04-6549807,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גדות,גדות,צפון,צפת,,33.018208,35.619547,04-6939124,סגור,סגור,סגור,14:00-17:00,סגור,סגור,סגור,,קופת חולים כללית
גדרה,גדרה,מרכז,מרכז,שד' מנחם בגין 48 גדרה,31.817531,34.785101,08-8681165,8:15-15:30,8:30-19:00,8:30-16:00,8:15-16:00,8:30-13:30,8:30-13:00,סגור,,קופת חולים מאוחדת
גדרה,גדרה,מרכז,רחובות,פינס 5,31.8161888,34.7775563,,8:00-12:00  16:00-18:30,8:00-15:00  16:00-18:30,8:00-13:00,8:00-15:00  16:00-20:00,8:30-18:00,8:00-12:30,סגור,,מכבי שרותי בריאות
גדרה,גדרה,מרכז,רחובות,ויצמן 8,31.8185403,34.7746263,"08-8593322 ,08-8593322",7:30-19:00,7:00-19:00,7:00-12:00,8:00-13:00,7:30-14:00,11:00-15:00,סגור,,קופת חולים כללית
גדרה הצעירה,גדרה,מרכז,רחובות,שד מנחם בגין 42,31.8037057,34.7841821,08-8681165,8:00-15:45,8:00-15:45,11:00-19:00,8:00-15:45,8:00-15:45,סגור,סגור,,קופת חולים כללית
גונן,גונן,צפון,צפת,,33.123564,35.647701,04-6955202,סגור,16:00-19:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גזית,גזית,צפון,יזרעאל,,32.639307,35.446239,04-6768807,16:00-20:00,8:00-15:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גיניגר,גיניגר,צפון,יזרעאל,ד.נ עמק יזרעאל,32.663419,35.259861,04-6549104,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גן יבנה,גן יבנה,מרכז,רחובות,הרצל 42,31.7858039,34.7079576,08-8574131,8:00-14:00,13:00-19:00,8:00-16:00,12:00-19:00,12:00-19:00,8:00-12:00,סגור,,מכבי שרותי בריאות
גן יבנה,גן יבנה,מרכז,רחובות,הרצל 41,31.7818759,34.7051899,08-8574131,8:00-19:00,סגור,7:30-15:30,7:30-14:00,סגור,8:00-12:00,סגור,,קופת חולים כללית
גן יבנה,גן יבנה,מרכז,רחובות,העצמאות 8,31.7894333,34.7140094,08-8687113,8:30-16:00,8:30-15:00,8:30-16:00,8:00-12:00,12:00-19:00,8:00-12:00,סגור,,קופת חולים מאוחדת
גן נר,גן נר,צפון,יזרעאל,ד.נ גלבוע,32.528706,35.336254,04-6400483,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גן שמואל,גן שמואל,חיפה,חדרה,ד.נ חפר,32.452911,34.949311,"04-6320003 ,04-6320000",8:00-10:00,8:00-10:00,8:00-10:00,סגור,8:00-10:00,סגור,סגור,,קופת חולים כללית
גנוסר,גנוסר,צפון,כנרת,,32.848666,35.523152,"04-6798866 ,04-6798866",סגור,סגור,סגור,סגור,9:30-12:00,סגור,סגור,,קופת חולים כללית
געש,געש,מרכז,השרון,קיבוץ געש,32.228477,34.824411,"09-9521152 ,09-9521152",8:30-12:00,סגור,8:30-12:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
געתון,געתון,צפון,עכו,ד.נ גליל מערבי,33.006075,35.213831,"04-7858415 ,04-7858415",סגור,9:00-18:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גפן,גפן,ירושלים,ירושלים,ד.נ האלה,31.740766,34.878563,"08-8503184 ,08-8503184",סגור,8:00-10:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גשר,גשר,צפון,יזרעאל,ד.נ עמק הירדן,32.621205,35.550376,04-6758777,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
גשר הזיו,גשר הזיו,צפון,עכו,ד.נ גליל מערבי,33.040532,35.110563,"04-9958458 ,04-9958458",8:00-17:00,7:30-12:00,8:00-13:00,סגור,7:30-13:00,9:00-12:00,סגור,,קופת חולים כללית
גת,גת,אשקלון,אשקלון,ד.נ שדה גת,31.627796,34.794112,"08-6871281 ,08-6871220",11:30-12:30,12:00-13:00,11:00-12:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
דבורה,דבורה,צפון,יזרעאל,,32.552895,35.263853,04-6499379,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
דבוריה,דבורייה,צפון,יזרעאל,דבוריה,32.693673,35.381713,04-8139425,8:00-20:00,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,8:00-13:00,סגור,,משרד הבריאות
דביר,דביר,דרום,באר שבע,ד.נ הנגב,31.411699,34.825177,08-9111222,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
דור,דור,חיפה,חדרה,ד.נ חוף הכרמל,32.607802,34.923316,"04-6391254 ,04-6391254",סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
דורות,דורות,אשקלון,אשקלון,ד.נ חוף אשקלון,31.507207,34.645725,"08-6808844 ,08-6808844",14:00-15:00,14:00-15:00,14:00-15:00,סגור,14:00-15:00,סגור,סגור,,קופת חולים כללית
דיר חנא א,דייר חנא,צפון,עכו,דיר חנא,32.862139,35.369229,"04-6786829,04-6780616",8:00-16:00,8:00-18:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
דיר חנא ב,דייר חנא,צפון,עכו,דיר חנא,32.862139,35.369229,04-6783224,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
דימונה א',דימונה,דרום,באר שבע,שבעת המינים,31.065377,35.026881,08-6559381,8:00-20:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
דימונה ה',דימונה,דרום,באר שבע,הניצחון א',31.069419,35.033363,08-6553750,8:00-16:00,8:00-20:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
דיר אל אסד א,דיר אל אסד,צפון,עכו,דיר אל אסד,32.934785,35.269721,04-9881056,8:00-16:00,8:00-16:00,8:00-18:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
דיר אל אסד ב',דיר אל אסד,צפון,עכו,דיר אל אסד,32.934785,35.269721,04-9081248,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
דליה,דליה,צפון,יזרעאל,קיבוץ דליה,32.58925,35.076965,"04-9897555 ,04-9897555",8:00-13:30,8:00-13:30,8:00-13:30,14:30-19:00,8:00-13:30,סגור,סגור,,קופת חולים כללית
דן,דן,צפון,צפת,ד.נ גליל עליון,33.239637,35.653953,"04-6953039 ,04-6953839",סגור,סגור,15:30-18:30,סגור,סגור,8:00-14:00,סגור,,קופת חולים כללית
דפנה,דפנה,צפון,צפת,ד.נ גליל עליון,33.23075,35.638268,"04-6945701 ,04-6945781",סגור,סגור,סגור,סגור,סגור,9:00-12:00,סגור,,קופת חולים כללית
דריג'את,דריג'את,דרום,באר שבע,דריג'את,31.301885,35.076793,054-9191694,סגור,סגור,8:00-16:00,סגור,סגור,סגור,סגור,,משרד הבריאות
הגושרים,הגושרים,צפון,צפת,ד.נ גליל עליון,33.221485,35.623028,"04-6956278 ,04-6956278",סגור,סגור,סגור,8:30-14:30,סגור,סגור,סגור,,קופת חולים כללית
הוד השרון,הוד השרון,מרכז,פתח תקווה,הבנים 14,32.1557441,34.8911331,09-7469266,7:30-18:00,7:30-18:00,7:30-18:00,7:30-16:00,7:30-16:00,סגור,סגור,,משרד הבריאות
מגדיאל - הוד השרון,הוד השרון,מרכז,פתח תקווה,חנקין 14. הוד השרון,32.17027,34.901554,"09-7624600 ,09-7624600",7:00-13:00  16:30-19:30,7:00-12:00  16:30-19:30,7:00-14:00  16:30-19:30,7:00-13:00,7:00-13:00,סגור,סגור,,קופת חולים כללית
רמתיים ילדים,הוד השרון,מרכז,פתח תקווה,השחר 13. הוד השרון,32.17027,34.901554,"09-7620600 ,09-7620600",7:00-13:00  16:00-19:00,7:00-13:00,7:00-13:00  16:00-19:00,7:00-13:00  16:00-19:00,8:00-12:00,סגור,סגור,,קופת חולים כללית
הוד השרון,הוד השרון,מרכז,פתח תקווה,יהושע בן גמלא 25 א' הוד השרון,32.17027,34.901554,09-7619606,8:00-16:00,8:00-16:00,8:00-15:00,7:30-15:00,8:00-13:00,סגור,סגור,,קופת חולים מאוחדת
הודיה,הודיה,אשקלון,אשקלון,ד.נ שדה גת,31.676356,34.639275,08-6723635,סגור,סגור,סגור,8:00-11:00,סגור,סגור,סגור,,קופת חולים כללית
הושעיה,הושעיה,צפון,יזרעאל,,32.757927,35.295225,04-6452262,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
הזורע,הזורע,צפון,יזרעאל,הזורע,32.6438645,35.1200231,04-9899100,סגור,16:00-18:00,סגור,סגור,סגור,7:30-10:30,סגור,,קופת חולים כללית
הזורעים,הזורעים,צפון,כנרת,ד.נ גליל תחתון,32.74814,35.499922,04-6793779,סגור,סגור,סגור,7:30-15:00,סגור,סגור,סגור,,קופת חולים כללית
החותרים,החותרים,חיפה,חדרה,ד.נ חוף הכרמל,32.752311,34.957545,04-8571610,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
היוגב,היוגב,צפון,יזרעאל,,32.612753,35.207483,04-9893679,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
המעפיל,המעפיל,מרכז,השרון,ד.נ עמק חפר,32.378035,34.983146,04-6367009,סגור,סגור,8:00-12:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
הסוללים,הסוללים,צפון,יזרעאל,,32.751802,35.238022,04-6406511,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
הר אדר,הר אדר,מרכז,רמלה,האלון 259,31.825121,35.133598,02-5706444,סגור,8:00-14:00,סגור,16:00-20:00,סגור,סגור,סגור,,קופת חולים כללית
הרצוג,הרצליה,תל אביב,תל אביב,רח' הרצוג 13,32.162413,34.844675,,סגור,סגור,סגור,סגור,7:30-11:30,סגור,סגור,,קופת חולים לאומית
הרצליה,הרצליה,תל אביב,תל אביב,סוקולוב 10,32.1669793,34.8398731,09-99721300,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,מכבי שרותי בריאות
גוטפריד,הרצליה,תל אביב,תל אביב,טשרניחובסקי,32.169382,34.841322,09-9594555,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
הנדיב,הרצליה,תל אביב,תל אביב,הנדיב 71,32.1708019,34.8314028,09-9735500,7:30-13:00 16:00-19:00,7:30-15:30,7:30-15:30,7:30-13:00 16:00-19:00,7:30-15:30,8:00-12:00,סגור,,קופת חולים כללית
הרצליה פיתוח,הרצליה,תל אביב,תל אביב,שאול המלך 3,32.1717687,34.8129966,09-9729800,7:30-12:00,סגור הילדים מופנים למרפאת הנדיב,9:00-12:30,9:00-12:30,סגור,סגור,סגור,,קופת חולים כללית
הרצליה,הרצליה,מרכז,מרכז,לנצ'ט 6 הרצליה,32.1654385,34.8419786,09-9706125,8:00-15:00,7:30:13:00  16:00-20:00,7:30-16:00,7:30:14:00  16:00-19:00,8:00-16:00,7:30-13:00,סגור,,קופת חולים מאוחדת
זבדיאל,זבדיאל,אשקלון,אשקלון,ד.נ שדה גת,31.65756,34.759336,"08-8580301 ,08-8580301",13:00-15:00,סגור,9:00-12:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
זיקים,זיקים,אשקלון,אשקלון,ד.נ חוף אשקלון,31.607204,34.520968,"08-6746504 ,08-6746504",סגור,16:00-17:00,סגור,16:00-17:00,סגור,סגור,סגור,,קופת חולים כללית
זכרון מושבה.,זכרון יעקב,חיפה,חדרה,קדושי שואה 8,32.5730968,34.9494879,077-7292549,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,סגור,סגור,,משרד הבריאות
שכון דרום,זכרון יעקב,חיפה,חדרה,קיבוץ גלויות 4,32.5609858,34.9614314,04-6399158,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,סגור,סגור,ישובי חוף כרמל שאינם מבוטחים בכללית,משרד הבריאות
זלפה,זלפה,חיפה,חדרה,זלפה,32.549975,35.183497,077-7292549,8:00-15:30,8:00-15:30,8:00-15:30,8:00-15:30,8:00-15:30,סגור,סגור,סאלם,משרד הבריאות
זרזיר,זרזיר,צפון,יזרעאל,זרזיר,32.7280556,35.2130556,04-6515683,8:00-14:00,8:00-20:00,8:00-14:00,8:00-14:00,8:00-14:00,8:00-13:00,סגור,,משרד הבריאות
אולגה א',חדרה,חיפה,חדרה,הראשונים 5 גבעת אולגה,32.4431419,34.8868778,04-6337867,8:00-15:30,8:00-15:30,8:00-15:30,8:00-15:30,8:00-15:30,סגור,סגור,,משרד הבריאות
ביאליק,חדרה,חיפה,חדרה,ביאליק 33,32.4329244,34.916025,077-7501923,8:00-15:30,8:00-15:30,8:00-15:30,8:00-15:30,8:00-15:30,סגור,סגור,,משרד הבריאות
בית אליעזר ב,חדרה,חיפה,חדרה,הפרדס 7,32.422184,34.945188,077-2101152,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,סגור,סגור,,משרד הבריאות
גזית,חדרה,חיפה,חדרה,הנציב 28 שכ' גזית,32.437685,34.908037,077-9332283,8:00-15:30,8:00-15:30,8:00-15:30,8:00-15:30,8:00-15:30,סגור,סגור,,משרד הבריאות
נוה חיים,חדרה,חיפה,חדרה,אהרונוביץ 16 נוה חיים,32.448137,34.9065859,077-2031327,8:00-15:30,8:00-15:30,8:00-15:30,8:00-15:30,8:00-15:30,סגור,סגור,,משרד הבריאות
ששת הימים,חדרה,חיפה,חדרה,ששת הימים 20,32.4395784,34.916013,04-6341602,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,סגור,סגור,,משרד הבריאות
חואלד,חואלד,חיפה,חיפה,,32.758894,35.158374,050-6243052,סגור,סגור,סגור,סגור,סגור,סגור,סגור,איבטין ראס עלי,משרד הבריאות
שכון עממי,חולון,תל אביב,תל אביב,נחלת שלום 4,31.955364,34.763321,03-5049684,7:30-19:00,7:30-15:30,08:00-20:00,08:00-20:00,08:00-20:00,8:00-13:00,סגור,,משרד הבריאות
תל-גיבורים,חולון,תל אביב,תל אביב,חזית 5,32.0314796,34.7620797,03-5048560,7:30-19:00,7:30-15:30,8:00-16:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
רסקו,חולון,תל אביב,תל אביב,עקיבא 4,32.0146524,34.7879913,03-5586873,7:30-15:30,7:30-15:30,8:00-16:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
קרית שרת,חולון,תל אביב,תל אביב,הר הצופים 6,32.0078425,34.7931666,03-5586872,7:30-19:00,7:30-15:30,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
נווה רמז,חולון,תל אביב,תל אביב,ביאליק 165/166,32.0083512,34.7709408,03-6510398,סגור,סגור,8:00-16:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
נאות רחל,חולון,תל אביב,תל אביב,אורים 7,32.0196548,34.7625057,03-6510397,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,משרד הבריאות
יוטבתה,חולון,תל אביב,תל אביב,יוטבתה 9 /א,32.0087117,34.7622775,03-6510396,7:30-19:00,7:30-15:30,8:00-16:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
הצפירה,חולון,תל אביב,תל אביב,יא באדר 2,32.0222567,34.7708613,03-6510592,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,משרד הבריאות
נווה ארזים,חולון,תל אביב,תל אביב,הנביאים 30,32.0159789,34.791377,03-5586867,7:30-19:00,7:30-15:30,8:00-16:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
בר-לב,חולון,תל אביב,תל אביב,משעול יהלום 6,32.015833,34.787384,03-5540591,8:00-16:00,8:00-16:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
חוסניה,חוסנייה,צפון,עכו,חוסניה,32.900573,35.322507,050-6242575,סגור,סגור,סגור,סגור,8:00-16:00,סגור,סגור,,משרד הבריאות
